FlightKey,FlightID,DateKey,RouteKey,AircraftKey,DelayCodeKey,ScheduledDepartureDateTime,ActualDepartureDateTime,ScheduledArrivalDateTime,ActualArrivalDateTime,ScheduledBlockMinutes,ActualBlockMinutes,DepartureDelayMinutes,ArrivalDelayMinutes,ReactionaryDelayMinutes,ScheduledTurnaroundMinutes,ActualTurnaroundMinutes,SeatsAvailable,PassengersBoarded,CargoKG,FuelBurnPlannedKG,FuelBurnActualKG,FlightStatus,IsCancelled
104654,FA104654,20250608,9,13,1,2025-06-08 06:45:00,2025-06-08 06:45:00,2025-06-08 13:15:00,2025-06-08 13:15:00,390,390,0,0,0,90,90,296,216,1519,36400.0,38599.4,Completed,False
104655,FA104655,20250608,10,15,1,2025-06-08 12:30:00,2025-06-08 12:42:00,2025-06-09 01:06:00,2025-06-09 01:27:00,756,765,12,21,0,90,90,296,211,2032,70560.0,72887.9,Completed,False
104656,FA104656,20250608,11,16,1,2025-06-08 16:30:00,2025-06-08 16:32:00,2025-06-08 22:43:00,2025-06-08 22:53:00,373,381,2,10,0,90,90,296,246,2159,34813.3,36079.9,Completed,False
104657,FA104657,20250608,12,1,1,2025-06-08 12:15:00,2025-06-08 12:15:00,2025-06-08 15:00:00,2025-06-08 15:06:00,165,171,0,6,0,45,45,180,150,488,6600.0,7247.0,Completed,False
104658,FA104658,20250608,12,2,1,2025-06-08 09:00:00,2025-06-08 09:07:00,2025-06-08 11:45:00,2025-06-08 12:01:00,165,174,7,16,0,45,45,180,141,399,6600.0,6816.0,Completed,False
104659,FA104659,20250608,13,16,8,2025-06-08 14:00:00,2025-06-08 14:17:00,2025-06-08 20:54:00,2025-06-08 21:09:00,414,412,17,15,0,90,90,296,238,1655,38640.0,42200.3,Completed,False
104660,FA104660,20250608,14,18,1,2025-06-08 11:15:00,2025-06-08 11:15:00,2025-06-08 18:18:00,2025-06-08 18:18:00,423,423,0,0,0,90,90,296,233,2141,39480.0,41987.6,Completed,False
104661,FA104661,20250608,16,14,7,2025-06-08 14:45:00,2025-06-08 14:55:00,2025-06-08 20:58:00,2025-06-08 21:02:00,373,367,10,4,0,90,90,296,263,2243,34813.3,34249.4,Completed,False
104662,FA104662,20250608,17,13,1,2025-06-08 05:30:00,2025-06-08 05:33:00,2025-06-08 11:06:00,2025-06-08 11:08:00,336,335,3,2,0,90,90,296,259,1814,31360.0,31291.4,Completed,False
104663,FA104663,20250608,18,4,1,2025-06-08 21:45:00,2025-06-08 21:45:00,2025-06-09 00:28:00,2025-06-09 00:33:00,163,168,0,5,0,45,45,180,141,743,6520.0,6362.7,Completed,False
104664,FA104664,20250608,18,3,7,2025-06-08 19:30:00,2025-06-08 19:52:00,2025-06-08 22:13:00,2025-06-08 22:38:00,163,166,22,25,0,45,45,180,142,427,6520.0,6936.8,Completed,False
104665,FA104665,20250608,19,10,1,2025-06-08 10:15:00,2025-06-08 10:15:00,2025-06-08 12:15:00,2025-06-08 12:23:00,120,128,0,8,0,45,45,189,160,661,5200.0,4980.6,Completed,False
104666,FA104666,20250608,19,10,5,2025-06-08 05:30:00,2025-06-08 05:57:00,2025-06-08 07:30:00,2025-06-08 07:52:00,120,115,27,22,0,45,45,189,146,1293,5200.0,5326.3,Completed,False
104667,FA104667,20250608,20,15,1,2025-06-08 06:15:00,2025-06-08 06:15:00,2025-06-08 12:04:00,2025-06-08 12:02:00,349,347,0,0,0,90,90,296,226,2204,32573.3,34613.8,Completed,False
104668,FA104668,20250608,21,7,1,2025-06-08 17:45:00,2025-06-08 17:50:00,2025-06-08 20:40:00,2025-06-08 20:46:00,175,176,5,6,0,45,45,189,140,243,7583.3,7585.7,Completed,False
104669,FA104669,20250608,22,11,1,2025-06-08 20:00:00,2025-06-08 20:06:00,2025-06-08 22:10:00,2025-06-08 22:24:00,130,138,6,14,0,45,45,189,136,268,5633.3,6066.6,Completed,False
104670,FA104670,20250608,22,7,1,2025-06-08 15:45:00,2025-06-08 15:45:00,2025-06-08 17:55:00,2025-06-08 17:58:00,130,133,0,3,0,45,45,189,151,602,5633.3,5778.0,Completed,False
104671,FA104671,20250608,23,13,1,2025-06-08 19:30:00,2025-06-08 19:37:00,2025-06-08 22:48:00,2025-06-08 22:50:00,198,193,7,2,0,90,90,296,213,2489,18480.0,19243.0,Completed,False
104672,FA104672,20250608,24,7,5,2025-06-08 14:15:00,2025-06-08 14:16:00,2025-06-08 17:40:00,2025-06-08 17:38:00,205,202,1,0,0,45,45,189,139,463,8883.3,9255.4,Completed,False
104673,FA104673,20250608,25,13,2,2025-06-08 05:15:00,2025-06-08 05:57:00,2025-06-08 11:22:00,2025-06-08 12:10:00,367,373,42,48,0,90,90,296,237,1997,34253.3,34052.0,Completed,False
104674,FA104674,20250609,1,16,7,2025-06-09 05:00:00,2025-06-09 05:54:00,2025-06-09 11:44:00,2025-06-09 12:39:00,404,405,54,55,0,90,90,296,236,2060,37706.7,38442.9,Completed,False
104675,FA104675,20250609,3,3,1,2025-06-09 05:00:00,2025-06-09 05:00:00,2025-06-09 07:46:00,2025-06-09 07:46:00,166,166,0,0,0,45,45,180,132,539,6640.0,7442.8,Completed,False
104676,FA104676,20250609,3,4,1,2025-06-09 10:15:00,2025-06-09 10:15:00,2025-06-09 13:01:00,2025-06-09 12:55:00,166,160,0,0,0,45,45,180,133,1071,6640.0,6844.3,Completed,False
104677,FA104677,20250609,4,9,1,2025-06-09 10:30:00,2025-06-09 10:32:00,2025-06-09 13:31:00,2025-06-09 13:28:00,181,176,2,0,0,45,45,189,153,1195,7843.3,7933.2,Completed,False
104678,FA104678,20250609,5,8,6,2025-06-09 15:45:00,2025-06-09 16:16:00,2025-06-09 19:17:00,2025-06-09 19:56:00,212,220,31,39,0,45,45,189,147,409,9186.7,9873.4,Completed,False
104679,FA104679,20250609,5,8,1,2025-06-09 22:45:00,2025-06-09 22:54:00,2025-06-10 02:17:00,2025-06-10 02:24:00,212,210,9,7,0,45,45,189,142,854,9186.7,9422.8,Completed,False
104680,FA104680,20250609,6,15,1,2025-06-09 12:30:00,2025-06-09 12:30:00,2025-06-09 18:27:00,2025-06-09 18:30:00,357,360,0,3,0,90,90,296,252,2067,33320.0,37740.3,Completed,False
104681,FA104681,20250609,7,18,1,2025-06-09 13:45:00,2025-06-09 13:56:00,2025-06-09 22:46:00,2025-06-09 22:58:00,541,542,11,12,0,90,90,296,234,1996,50493.3,49704.6,Completed,False
104682,FA104682,20250609,8,11,1,2025-06-09 14:30:00,2025-06-09 14:32:00,2025-06-09 17:47:00,2025-06-09 17:58:00,197,206,2,11,0,45,45,189,160,343,8536.7,8820.9,Completed,False
104683,FA104683,20250609,9,17,1,2025-06-09 09:30:00,2025-06-09 09:39:00,2025-06-09 16:00:00,2025-06-09 16:15:00,390,396,9,15,0,90,90,296,266,1797,36400.0,35962.0,Completed,False
104684,FA104684,20250609,10,18,1,2025-06-09 22:15:00,2025-06-09 22:15:00,2025-06-10 10:51:00,2025-06-10 11:00:00,756,765,0,9,0,90,90,296,253,1856,70560.0,73222.8,Completed,False
104685,FA104685,20250609,11,16,1,2025-06-09 11:00:00,2025-06-09 11:03:00,2025-06-09 17:13:00,2025-06-09 17:22:00,373,379,3,9,0,90,90,296,262,1972,34813.3,36311.6,Completed,False
104686,FA104686,20250609,12,6,7,2025-06-09 05:45:00,2025-06-09 06:10:00,2025-06-09 08:30:00,2025-06-09 08:49:00,165,159,25,19,0,45,45,180,144,410,6600.0,6701.8,Completed,False
104687,FA104687,20250609,12,2,8,2025-06-09 08:45:00,,2025-06-09 11:30:00,,165,0,0,0,0,45,0,180,0,0,6600.0,0.0,Cancelled,True
104688,FA104688,20250609,13,15,1,2025-06-09 16:30:00,2025-06-09 16:30:00,2025-06-09 23:24:00,2025-06-09 23:21:00,414,411,0,0,0,90,90,296,274,1630,38640.0,37165.8,Completed,False
104689,FA104689,20250609,14,14,1,2025-06-09 12:00:00,2025-06-09 12:09:00,2025-06-09 19:03:00,2025-06-09 19:06:00,423,417,9,3,0,90,90,296,235,1603,39480.0,38536.5,Completed,False
104690,FA104690,20250609,15,18,6,2025-06-09 09:15:00,2025-06-09 09:55:00,2025-06-09 12:59:00,2025-06-09 13:46:00,224,231,40,47,0,90,90,296,246,1976,20906.7,20648.2,Completed,False
104691,FA104691,20250609,15,14,1,2025-06-09 21:30:00,2025-06-09 21:30:00,2025-06-10 01:14:00,2025-06-10 01:21:00,224,231,0,7,0,90,144,296,194,2151,20906.7,21104.1,Completed,False
104692,FA104692,20250609,16,16,1,2025-06-09 14:00:00,2025-06-09 14:00:00,2025-06-09 20:13:00,2025-06-09 20:13:00,373,373,0,0,0,90,90,296,236,2072,34813.3,30321.8,Completed,False
104693,FA104693,20250609,17,18,10,2025-06-09 14:15:00,2025-06-09 15:40:00,2025-06-09 19:51:00,2025-06-09 21:14:00,336,334,85,83,85,90,29,296,255,1709,31360.0,28446.0,Completed,False
104694,FA104694,20250609,18,1,1,2025-06-09 20:30:00,2025-06-09 20:39:00,2025-06-09 23:13:00,2025-06-09 23:23:00,163,164,9,10,0,45,45,180,138,732,6520.0,6538.0,Completed,False
104695,FA104695,20250609,18,4,4,2025-06-09 17:45:00,2025-06-09 18:04:00,2025-06-09 20:28:00,2025-06-09 20:42:00,163,158,19,14,0,45,45,180,131,386,6520.0,6579.4,Completed,False
104696,FA104696,20250609,19,10,2,2025-06-09 11:30:00,2025-06-09 11:39:00,2025-06-09 13:30:00,2025-06-09 13:38:00,120,119,9,8,0,45,45,189,136,422,5200.0,5259.3,Completed,False
104697,FA104697,20250609,19,9,1,2025-06-09 22:30:00,2025-06-09 22:35:00,2025-06-10 00:30:00,2025-06-10 00:41:00,120,126,5,11,0,45,45,189,150,1343,5200.0,4943.9,Completed,False
104698,FA104698,20250609,20,16,1,2025-06-09 05:30:00,2025-06-09 05:37:00,2025-06-09 11:19:00,2025-06-09 11:27:00,349,350,7,8,0,90,90,296,225,1714,32573.3,33274.1,Completed,False
104699,FA104699,20250609,21,12,1,2025-06-09 14:30:00,2025-06-09 14:30:00,2025-06-09 17:25:00,2025-06-09 17:23:00,175,173,0,0,0,45,45,189,130,1097,7583.3,8166.8,Completed,False
104700,FA104700,20250609,22,12,7,2025-06-09 16:00:00,2025-06-09 16:45:00,2025-06-09 18:10:00,2025-06-09 18:59:00,130,134,45,49,0,45,45,189,158,1101,5633.3,5916.6,Completed,False
104701,FA104701,20250609,22,7,5,2025-06-09 17:00:00,2025-06-09 17:25:00,2025-06-09 19:10:00,2025-06-09 19:32:00,130,127,25,22,0,45,45,189,127,841,5633.3,5449.4,Completed,False
104702,FA104702,20250609,23,18,8,2025-06-09 10:30:00,2025-06-09 10:51:00,2025-06-09 13:48:00,2025-06-09 14:11:00,198,200,21,23,0,90,90,296,217,2256,18480.0,18081.7,Completed,False
104703,FA104703,20250609,24,11,1,2025-06-09 05:45:00,2025-06-09 05:45:00,2025-06-09 09:10:00,2025-06-09 09:04:00,205,199,0,0,0,45,45,189,159,122,8883.3,8704.9,Completed,False
104704,FA104704,20250609,25,16,10,2025-06-09 14:00:00,2025-06-09 14:14:00,2025-06-09 20:07:00,2025-06-09 20:22:00,367,368,14,15,14,90,153,296,230,1899,34253.3,34780.5,Completed,False
104705,FA104705,20250610,1,17,1,2025-06-10 13:00:00,2025-06-10 13:07:00,2025-06-10 19:44:00,2025-06-10 19:49:00,404,402,7,5,0,90,90,296,258,2085,37706.7,39740.1,Completed,False
104706,FA104706,20250610,3,5,1,2025-06-10 16:15:00,2025-06-10 16:15:00,2025-06-10 19:01:00,2025-06-10 18:58:00,166,163,0,0,0,45,45,180,126,947,6640.0,6728.7,Completed,False
104707,FA104707,20250610,3,4,1,2025-06-10 20:00:00,2025-06-10 20:00:00,2025-06-10 22:46:00,2025-06-10 22:53:00,166,173,0,7,0,45,45,180,145,851,6640.0,6661.0,Completed,False
104708,FA104708,20250610,4,10,7,2025-06-10 05:30:00,2025-06-10 06:03:00,2025-06-10 08:31:00,2025-06-10 08:59:00,181,176,33,28,0,45,45,189,135,668,7843.3,8450.8,Completed,False
104709,FA104709,20250610,4,12,1,2025-06-10 10:00:00,2025-06-10 10:02:00,2025-06-10 13:01:00,2025-06-10 13:04:00,181,182,2,3,0,45,45,189,132,438,7843.3,7712.2,Completed,False
104710,FA104710,20250610,5,8,1,2025-06-10 11:45:00,2025-06-10 11:49:00,2025-06-10 15:17:00,2025-06-10 15:30:00,212,221,4,13,0,45,45,189,150,246,9186.7,9675.6,Completed,False
104711,FA104711,20250610,5,8,5,2025-06-10 12:30:00,2025-06-10 12:51:00,2025-06-10 16:02:00,2025-06-10 16:22:00,212,211,21,20,0,45,45,189,150,570,9186.7,9312.5,Completed,False
104712,FA104712,20250610,6,16,6,2025-06-10 22:00:00,2025-06-10 22:15:00,2025-06-11 03:57:00,2025-06-11 04:15:00,357,360,15,18,0,90,90,296,240,1853,33320.0,35273.4,Completed,False
104713,FA104713,20250610,7,16,4,2025-06-10 12:45:00,2025-06-10 12:50:00,2025-06-10 21:46:00,2025-06-10 21:58:00,541,548,5,12,0,90,90,296,233,1977,50493.3,51886.1,Completed,False
104714,FA104714,20250610,8,9,1,2025-06-10 11:15:00,2025-06-10 11:24:00,2025-06-10 14:32:00,2025-06-10 14:46:00,197,202,9,14,0,45,45,189,150,636,8536.7,8283.1,Completed,False
104715,FA104715,20250610,9,15,8,2025-06-10 08:30:00,2025-06-10 08:45:00,2025-06-10 15:00:00,2025-06-10 15:21:00,390,396,15,21,0,90,90,296,216,1626,36400.0,37754.0,Completed,False
104716,FA104716,20250610,10,14,1,2025-06-10 13:45:00,2025-06-10 13:48:00,2025-06-11 02:21:00,2025-06-11 02:23:00,756,755,3,2,0,90,90,296,204,2153,70560.0,75394.5,Completed,False
104717,FA104717,20250610,11,17,5,2025-06-10 08:00:00,2025-06-10 08:31:00,2025-06-10 14:13:00,2025-06-10 14:44:00,373,373,31,31,0,90,90,296,221,1568,34813.3,35248.4,Completed,False
104718,FA104718,20250610,12,3,1,2025-06-10 05:15:00,2025-06-10 05:21:00,2025-06-10 08:00:00,2025-06-10 08:03:00,165,162,6,3,0,45,45,180,144,534,6600.0,6540.8,Completed,False
104719,FA104719,20250610,12,1,1,2025-06-10 17:45:00,2025-06-10 17:45:00,2025-06-10 20:30:00,2025-06-10 20:24:00,165,159,0,0,0,45,45,180,135,369,6600.0,6821.0,Completed,False
104720,FA104720,20250610,13,17,9,2025-06-10 15:00:00,2025-06-10 16:18:00,2025-06-10 21:54:00,2025-06-10 23:11:00,414,413,78,77,78,90,16,296,235,1671,38640.0,38577.3,Completed,False
104721,FA104721,20250610,14,14,2,2025-06-10 05:15:00,2025-06-10 05:28:00,2025-06-10 12:18:00,2025-06-10 12:34:00,423,426,13,16,0,90,90,296,234,2054,39480.0,38050.5,Completed,False
104722,FA104722,20250610,15,17,7,2025-06-10 16:45:00,2025-06-10 17:55:00,2025-06-10 20:29:00,2025-06-10 21:39:00,224,224,70,70,0,90,90,296,231,1708,20906.7,22557.0,Completed,False
104723,FA104723,20250610,16,18,1,2025-06-10 08:15:00,2025-06-10 08:15:00,2025-06-10 14:28:00,2025-06-10 14:25:00,373,370,0,0,0,90,90,296,256,1478,34813.3,33735.7,Completed,False
104724,FA104724,20250610,17,17,9,2025-06-10 22:15:00,2025-06-10 23:40:00,2025-06-11 03:51:00,2025-06-11 05:18:00,336,338,85,87,85,90,36,296,235,1801,31360.0,33356.7,Completed,False
104725,FA104725,20250610,18,1,1,2025-06-10 05:00:00,2025-06-10 05:05:00,2025-06-10 07:43:00,2025-06-10 07:50:00,163,165,5,7,0,45,45,180,149,1084,6520.0,6538.2,Completed,False
104726,FA104726,20250610,19,10,1,2025-06-10 10:45:00,2025-06-10 10:46:00,2025-06-10 12:45:00,2025-06-10 12:53:00,120,127,1,8,0,45,106,189,139,267,5200.0,5046.1,Completed,False
104727,FA104727,20250610,19,9,6,2025-06-10 09:30:00,2025-06-10 09:50:00,2025-06-10 11:30:00,2025-06-10 11:58:00,120,128,20,28,0,45,45,189,135,400,5200.0,5175.4,Completed,False
104728,FA104728,20250610,20,13,1,2025-06-10 15:15:00,2025-06-10 15:17:00,2025-06-10 21:04:00,2025-06-10 21:10:00,349,353,2,6,0,90,90,296,258,1459,32573.3,33235.7,Completed,False
104729,FA104729,20250610,21,9,1,2025-06-10 17:45:00,2025-06-10 17:45:00,2025-06-10 20:40:00,2025-06-10 20:44:00,175,179,0,4,0,45,45,189,131,947,7583.3,6506.1,Completed,False
104730,FA104730,20250610,21,9,8,2025-06-10 08:00:00,2025-06-10 09:03:00,2025-06-10 10:55:00,2025-06-10 11:57:00,175,174,63,62,0,45,45,189,145,649,7583.3,7610.0,Completed,False
104731,FA104731,20250610,22,9,1,2025-06-10 20:45:00,2025-06-10 20:46:00,2025-06-10 22:55:00,2025-06-10 22:56:00,130,130,1,1,0,45,45,189,165,245,5633.3,6105.1,Completed,False
104732,FA104732,20250610,22,12,1,2025-06-10 11:15:00,2025-06-10 11:18:00,2025-06-10 13:25:00,2025-06-10 13:33:00,130,135,3,8,0,45,45,189,133,539,5633.3,5478.2,Completed,False
104733,FA104733,20250610,23,18,8,2025-06-10 07:45:00,2025-06-10 08:20:00,2025-06-10 11:03:00,2025-06-10 11:47:00,198,207,35,44,0,90,90,296,215,2067,18480.0,18434.0,Completed,False
104734,FA104734,20250610,23,16,1,2025-06-10 17:30:00,2025-06-10 17:30:00,2025-06-10 20:48:00,2025-06-10 20:50:00,198,200,0,2,0,90,90,296,238,1875,18480.0,19279.6,Completed,False
104735,FA104735,20250610,24,10,1,2025-06-10 09:30:00,2025-06-10 09:32:00,2025-06-10 12:55:00,2025-06-10 13:03:00,205,211,2,8,0,45,45,189,152,643,8883.3,8727.5,Completed,False
104736,FA104736,20250610,25,17,1,2025-06-10 22:15:00,2025-06-10 22:15:00,2025-06-11 04:22:00,2025-06-11 04:17:00,367,362,0,0,0,90,90,296,247,1970,34253.3,36629.3,Completed,False
104737,FA104737,20250611,1,18,1,2025-06-11 09:45:00,2025-06-11 09:45:00,2025-06-11 16:29:00,2025-06-11 16:32:00,404,407,0,3,0,90,90,296,253,929,37706.7,38687.4,Completed,False
104738,FA104738,20250611,2,14,7,2025-06-11 05:00:00,2025-06-11 05:18:00,2025-06-11 18:22:00,2025-06-11 18:45:00,802,807,18,23,0,90,90,296,238,1729,74853.3,74181.4,Completed,False
104739,FA104739,20250611,3,6,1,2025-06-11 22:45:00,2025-06-11 22:47:00,2025-06-12 01:31:00,2025-06-12 01:41:00,166,174,2,10,0,45,45,180,142,476,6640.0,7180.1,Completed,False
104740,FA104740,20250611,4,10,1,2025-06-11 19:00:00,2025-06-11 19:06:00,2025-06-11 22:01:00,2025-06-11 22:16:00,181,190,6,15,0,45,45,189,154,434,7843.3,8367.3,Completed,False
104741,FA104741,20250611,5,9,1,2025-06-11 13:30:00,2025-06-11 13:30:00,2025-06-11 17:02:00,2025-06-11 16:57:00,212,207,0,0,0,45,45,189,149,637,9186.7,8736.3,Completed,False
104742,FA104742,20250611,6,18,1,2025-06-11 06:00:00,2025-06-11 06:07:00,2025-06-11 11:57:00,2025-06-11 12:12:00,357,365,7,15,0,90,90,296,255,1583,33320.0,36395.0,Completed,False
104743,FA104743,20250611,7,18,1,2025-06-11 11:00:00,2025-06-11 11:00:00,2025-06-11 20:01:00,2025-06-11 20:01:00,541,541,0,0,0,90,90,296,248,1457,50493.3,51268.1,Completed,False
104744,FA104744,20250611,8,7,6,2025-06-11 10:45:00,2025-06-11 11:23:00,2025-06-11 14:02:00,2025-06-11 14:40:00,197,197,38,38,0,45,45,189,145,546,8536.7,8025.8,Completed,False
104745,FA104745,20250611,9,14,4,2025-06-11 17:30:00,2025-06-11 18:10:00,2025-06-12 00:00:00,2025-06-12 00:40:00,390,390,40,40,0,90,90,296,232,1363,36400.0,35931.0,Completed,False
104746,FA104746,20250611,10,14,1,2025-06-11 16:00:00,2025-06-11 16:00:00,2025-06-12 04:36:00,2025-06-12 04:42:00,756,762,0,6,0,90,90,296,211,1825,70560.0,75298.0,Completed,False
104747,FA104747,20250611,11,17,1,2025-06-11 19:15:00,2025-06-11 19:19:00,2025-06-12 01:28:00,2025-06-12 01:29:00,373,370,4,1,0,90,90,296,221,1815,34813.3,34099.7,Completed,False
104748,FA104748,20250611,12,2,1,2025-06-11 22:45:00,2025-06-11 22:45:00,2025-06-12 01:30:00,2025-06-12 01:27:00,165,162,0,0,0,45,45,180,124,443,6600.0,6465.3,Completed,False
104749,FA104749,20250611,13,17,1,2025-06-11 08:00:00,2025-06-11 08:05:00,2025-06-11 14:54:00,2025-06-11 15:06:00,414,421,5,12,0,90,90,296,224,1441,38640.0,42434.3,Completed,False
104750,FA104750,20250611,14,16,1,2025-06-11 18:30:00,2025-06-11 18:30:00,2025-06-12 01:33:00,2025-06-12 01:33:00,423,423,0,0,0,90,90,296,198,2368,39480.0,38894.0,Completed,False
104751,FA104751,20250611,15,15,1,2025-06-11 11:45:00,2025-06-11 11:45:00,2025-06-11 15:29:00,2025-06-11 15:32:00,224,227,0,3,0,90,90,296,242,2178,20906.7,20163.3,Completed,False
104752,FA104752,20250611,16,17,1,2025-06-11 14:15:00,2025-06-11 14:15:00,2025-06-11 20:28:00,2025-06-11 20:29:00,373,374,0,1,0,90,90,296,253,2653,34813.3,33579.0,Completed,False
104753,FA104753,20250611,17,15,1,2025-06-11 07:45:00,2025-06-11 07:49:00,2025-06-11 13:21:00,2025-06-11 13:28:00,336,339,4,7,0,90,90,296,240,1379,31360.0,31058.2,Completed,False
104754,FA104754,20250611,18,1,1,2025-06-11 13:00:00,2025-06-11 13:08:00,2025-06-11 15:43:00,2025-06-11 15:48:00,163,160,8,5,0,45,45,180,155,1097,6520.0,6513.3,Completed,False
104755,FA104755,20250611,19,11,8,2025-06-11 08:00:00,2025-06-11 08:54:00,2025-06-11 10:00:00,2025-06-11 10:48:00,120,114,54,48,0,45,45,189,147,498,5200.0,5004.6,Completed,False
104756,FA104756,20250611,20,16,6,2025-06-11 07:15:00,2025-06-11 07:27:00,2025-06-11 13:04:00,2025-06-11 13:14:00,349,347,12,10,0,90,90,296,238,2061,32573.3,30163.3,Completed,False
104757,FA104757,20250611,21,8,1,2025-06-11 17:45:00,2025-06-11 17:45:00,2025-06-11 20:40:00,2025-06-11 20:45:00,175,180,0,5,0,45,45,189,144,679,7583.3,6957.4,Completed,False
104758,FA104758,20250611,21,11,1,2025-06-11 17:15:00,2025-06-11 17:15:00,2025-06-11 20:10:00,2025-06-11 20:16:00,175,181,0,6,0,45,45,189,125,563,7583.3,7789.3,Completed,False
104759,FA104759,20250611,22,11,8,2025-06-11 15:45:00,2025-06-11 16:07:00,2025-06-11 17:55:00,2025-06-11 18:25:00,130,138,22,30,0,45,45,189,158,736,5633.3,5862.1,Completed,False
104760,FA104760,20250611,23,13,4,2025-06-11 10:15:00,2025-06-11 10:20:00,2025-06-11 13:33:00,2025-06-11 13:38:00,198,198,5,5,0,90,90,296,218,1997,18480.0,20155.2,Completed,False
104761,FA104761,20250611,23,16,6,2025-06-11 07:30:00,2025-06-11 07:36:00,2025-06-11 10:48:00,2025-06-11 10:55:00,198,199,6,7,0,90,90,296,220,1963,18480.0,19892.8,Completed,False
104762,FA104762,20250611,24,8,5,2025-06-11 16:15:00,2025-06-11 16:17:00,2025-06-11 19:40:00,2025-06-11 19:39:00,205,202,2,0,0,45,45,189,163,1347,8883.3,9002.0,Completed,False
104763,FA104763,20250611,25,13,1,2025-06-11 17:15:00,2025-06-11 17:15:00,2025-06-11 23:22:00,2025-06-11 23:27:00,367,372,0,5,0,90,90,296,229,1484,34253.3,38557.6,Completed,False
104764,FA104764,20250612,1,16,3,2025-06-12 07:30:00,2025-06-12 08:18:00,2025-06-12 14:14:00,2025-06-12 15:08:00,404,410,48,54,0,90,90,296,246,1876,37706.7,37739.6,Completed,False
104765,FA104765,20250612,2,17,1,2025-06-12 06:30:00,2025-06-12 06:36:00,2025-06-12 19:52:00,2025-06-12 19:55:00,802,799,6,3,0,90,90,296,226,1560,74853.3,78451.4,Completed,False
104766,FA104766,20250612,3,1,3,2025-06-12 06:45:00,2025-06-12 07:54:00,2025-06-12 09:31:00,2025-06-12 10:45:00,166,171,69,74,0,45,45,180,143,261,6640.0,7038.6,Completed,False
104767,FA104767,20250612,3,1,1,2025-06-12 16:15:00,2025-06-12 16:23:00,2025-06-12 19:01:00,2025-06-12 19:13:00,166,170,8,12,0,45,45,180,143,568,6640.0,6794.4,Completed,False
104768,FA104768,20250612,4,10,5,2025-06-12 07:45:00,2025-06-12 07:56:00,2025-06-12 10:46:00,2025-06-12 11:01:00,181,185,11,15,0,45,45,189,149,471,7843.3,7878.5,Completed,False
104769,FA104769,20250612,4,9,1,2025-06-12 13:00:00,2025-06-12 13:04:00,2025-06-12 16:01:00,2025-06-12 16:08:00,181,184,4,7,0,45,45,189,143,385,7843.3,7931.1,Completed,False
104770,FA104770,20250612,5,11,4,2025-06-12 08:30:00,,2025-06-12 12:02:00,,212,0,0,0,0,45,0,189,0,0,9186.7,0.0,Cancelled,True
104771,FA104771,20250612,6,17,1,2025-06-12 15:15:00,2025-06-12 15:21:00,2025-06-12 21:12:00,2025-06-12 21:23:00,357,362,6,11,0,90,90,296,232,2432,33320.0,34302.1,Completed,False
104772,FA104772,20250612,7,15,6,2025-06-12 07:00:00,2025-06-12 07:14:00,2025-06-12 16:01:00,2025-06-12 16:20:00,541,546,14,19,0,90,90,296,219,2082,50493.3,51038.2,Completed,False
104773,FA104773,20250612,8,7,1,2025-06-12 20:00:00,2025-06-12 20:03:00,2025-06-12 23:17:00,2025-06-12 23:20:00,197,197,3,3,0,45,45,189,133,661,8536.7,8521.6,Completed,False
104774,FA104774,20250612,8,12,1,2025-06-12 16:30:00,2025-06-12 16:35:00,2025-06-12 19:47:00,2025-06-12 20:00:00,197,205,5,13,0,45,45,189,131,592,8536.7,9571.0,Completed,False
104775,FA104775,20250612,9,14,1,2025-06-12 16:00:00,2025-06-12 16:02:00,2025-06-12 22:30:00,2025-06-12 22:29:00,390,387,2,0,0,90,90,296,274,1840,36400.0,37157.4,Completed,False
104776,FA104776,20250612,10,17,4,2025-06-12 06:30:00,2025-06-12 06:38:00,2025-06-12 19:06:00,2025-06-12 19:09:00,756,751,8,3,0,90,90,296,186,1711,70560.0,70037.0,Completed,False
104777,FA104777,20250612,11,13,1,2025-06-12 10:45:00,2025-06-12 10:45:00,2025-06-12 16:58:00,2025-06-12 17:07:00,373,382,0,9,0,90,90,296,207,2085,34813.3,34666.3,Completed,False
104778,FA104778,20250612,12,2,1,2025-06-12 13:45:00,2025-06-12 13:48:00,2025-06-12 16:30:00,2025-06-12 16:31:00,165,163,3,1,0,45,45,180,138,922,6600.0,5958.5,Completed,False
104779,FA104779,20250612,13,14,3,2025-06-12 10:30:00,2025-06-12 10:36:00,2025-06-12 17:24:00,2025-06-12 17:29:00,414,413,6,5,0,90,90,296,235,1032,38640.0,39259.4,Completed,False
104780,FA104780,20250612,14,15,1,2025-06-12 05:30:00,2025-06-12 05:37:00,2025-06-12 12:33:00,2025-06-12 12:49:00,423,432,7,16,0,90,90,296,233,2444,39480.0,38904.0,Completed,False
104781,FA104781,20250612,15,13,10,2025-06-12 17:15:00,2025-06-12 18:48:00,2025-06-12 20:59:00,2025-06-12 22:35:00,224,227,93,96,93,90,15,296,228,1868,20906.7,21318.5,Completed,False
104782,FA104782,20250612,15,14,1,2025-06-12 22:15:00,2025-06-12 22:17:00,2025-06-13 01:59:00,2025-06-13 02:08:00,224,231,2,9,0,90,90,296,243,2051,20906.7,20959.0,Completed,False
